list-d-s,4,8,1,96,103301,1076
list-d-s,4,16,1,192,175949,916
list-d-s,4,32,1,384,291739,759
list-d-s,8,1,1,24,266415,11100
list-d-s,8,2,1,48,259568,5407
list-d-s,8,4,1,96,221368,2305
list-d-s,8,8,1,192,238490,1242
list-d-s,8,16,1,384,314747,819
list-d-s,8,32,1,768,683848,890
list-d-s,12,1,1,36,349767,9715
list-d-s,12,2,1,72,413566,5743
list-d-s,12,4,1,144,352784,2449
list-d-s,12,8,1,288,359913,1249
list-d-s,12,16,1,576,370850,643
list-d-s,12,32,1,1152,890756,773
list-il-m,2,1,1,6,101648,16941
list-il-m,2,2,1,12,117023,9751
list-il-m,2,4,1,24,99269,4136
list-il-m,2,8,1,48,163962,3415
list-il-m,2,16,1,96,231836,2414
list-il-m,2,32,1,192,410321,2137
list-il-m,4,1,1,12,155041,12920
list-il-m,4,2,1,24,161604,6733
list-il-m,4,4,1,48,172968,3603
list-il-m,4,8,1,96,295014,3073
list-il-m,4,16,1,192,422726,2201
list-il-m,4,32,1,384,717602,1868
list-il-m,8,1,1,24,227598,9483
list-il-m,8,2,1,48,241606,5033
list-il-m,8,4,1,96,288382,3003
list-il-m,8,8,1,192,497602,2591
list-il-m,8,16,1,384,946467,2464
list-il-m,8,32,1,768,1669233,2173
list-il-m,12,1,1,36,364221,10117
list-il-m,12,2,1,72,359685,4995
list-il-m,12,4,1,144,336425,2336
list-il-m,12,8,1,288,687205,2386
list-il-m,12,16,1,576,1288369,2236
list-il-m,12,32,1,1152,2732917,2372
list-il-s,2,1,1,6,91374,15229
list-il-s,2,2,1,12,92529,7710
list-il-s,2,4,1,24,123553,5148
list-il-s,2,8,1,48,149647,3117
list-il-s,2,16,1,96,220337,2295
list-il-s,2,32,1,192,319850,1665
list-il-s,4,1,1,12,168136,14011
list-il-s,4,2,1,24,141990,5916
list-il-s,4,4,1,48,135617,2825
list-il-s,4,8,1,96,201830,2102
list-il-s,4,16,1,192,374664,1951
list-il-s,4,32,1,384,493098,1284
list-il-s,8,1,1,24,226474,9436
list-il-s,8,2,1,48,274509,5718
list-il-s,8,4,1,96,292266,3044
list-il-s,8,8,1,192,357555,1862
list-il-s,8,16,1,384,514372,1339
list-il-s,8,32,1,768,1098342,1430
list-il-s,12,1,1,36,361882,10052
list-il-s,12,2,1,72,362269,5031
list-il-s,12,4,1,144,358327,2488
list-il-s,12,8,1,288,440060,1527
list-il-s,12,16,1,576,838836,1456
list-il-s,12,32,1,1152,1636729,1420
list-dl-m,2,1,1,6,170244,28374
list-dl-m,2,2,1,12,90216,7518
list-dl-m,2,4,1,24,138444,5768
list-dl-m,2,8,1,48,127286,2651
list-dl-m,2,16,1,96,259131,2699
list-dl-m,2,32,1,192,271286,1412
list-dl-m,4,1,1,12,128132,10677
list-dl-m,4,2,1,24,166227,6926
list-dl-m,4,4,1,48,236606,4929
list-dl-m,4,8,1,96,207170,2158
list-dl-m,4,16,1,192,310778,1618
list-dl-m,4,32,1,384,645860,1681
list-dl-m,8,1,1,24,255837,10659
list-dl-m,8,2,1,48,219492,4572
list-dl-m,8,4,1,96,270857,2821
list-dl-m,8,8,1,192,265791,1384
list-dl-m,8,16,1,384,626260,1630
list-dl-m,8,32,1,768,1365639,1778
list-dl-m,12,1,1,36,333898,9274
list-dl-m,12,2,1,72,332246,4614
list-dl-m,12,4,1,144,357906,2485
list-dl-m,12,8,1,288,452618,1571
list-dl-m,12,16,1,576,986548,1712
list-dl-m,12,32,1,1152,2283550,1982
list-dl-s,2,1,1,6,79117,13186
list-dl-s,2,2,1,12,160944,13412
list-dl-s,2,4,1,24,175451,7310
list-dl-s,2,8,1,48,122763,2557
list-dl-s,2,16,1,96,132567,1380
list-dl-s,2,32,1,192,213452,1111
list-dl-s,4,1,1,12,127034,10586
list-dl-s,4,2,1,24,182692,7612
list-dl-s,4,4,1,48,150201,3129
list-dl-s,4,8,1,96,179427,1869
list-dl-s,4,16,1,192,269397,1403
list-dl-s,4,32,1,384,389376,1014
list-dl-s,8,1,1,24,278219,11592
list-dl-s,8,2,1,48,228838,4767
list-dl-s,8,4,1,96,226977,2364
list-dl-s,8,8,1,192,319328,1663
list-dl-s,8,16,1,384,418058,1088
list-dl-s,8,32,1,768,780614,1016
list-dl-s,12,1,1,36,376454,10457
list-dl-s,12,2,1,72,332664,4620
list-dl-s,12,4,1,144,361953,2513
list-dl-s,12,8,1,288,364851,1266
list-dl-s,12,16,1,576,620338,1076
list-dl-s,12,32,1,1152,1284254,1114
list-none-m,1,1000,1,3000,3252529,1084
list-none-m,2,1000,1,6000,16536451,2756
list-none-m,4,1000,1,12000,58166953,4847
list-none-m,8,1000,1,24000,210264717,8761
list-none-m,12,1000,1,36000,329338331,9148
list-none-m,16,1000,1,48000,1073504743,22364
list-none-m,24,1000,1,72000,1372212978,19058
list-none-s,1,1000,1,3000,3254394,1084
list-none-s,2,1000,1,6000,13347538,2224
list-none-s,4,1000,1,12000,34643652,2886
list-none-s,8,1000,1,24000,100645824,4193
list-none-s,12,1000,1,36000,377688451,10491
list-none-s,16,1000,1,48000,278413732,5800
list-none-s,24,1000,1,72000,1144624856,15897
